Name,Class,Joined,Job,TicketCost,Age,Gender,Survived,Department
"PINSKY, Mrs Rosa",2nd Class Passenger,Southampton,,13,32,Female,TRUE,
"PONESELL, Mr Martin",2nd Class Passenger,Southampton,,13,24,Male,FALSE,
"PORTALUPPI, Mr Emilio Ilario Giuseppe",2nd Class Passenger,Cherbourg,,12.7375,30,Male,TRUE,
"PULBAUM, Mr Franz",2nd Class Passenger,Cherbourg,,15.4,27,Male,FALSE,
"QUICK, Mrs Jane",2nd Class Passenger,Southampton,,26,33,Female,TRUE,
"QUICK, Miss Winifred Vera",2nd Class Passenger,Southampton,,26,8,Female,TRUE,
"QUICK, Miss Phyllis May",2nd Class Passenger,Southampton,,26,2,Female,TRUE,
"REEVES, Mr David",2nd Class Passenger,Southampton,Carpenter / Joiner,10.5,36,Male,FALSE,
"RENOUF, Mr Peter Henry",2nd Class Passenger,Southampton,Carpenter / Joiner,21,33,Male,FALSE,
"RENOUF, Mrs Lillian",2nd Class Passenger,Southampton,,21,30,Female,TRUE,
"REYNALDS, Sra. Encarnaciýn",2nd Class Passenger,Southampton,,13,28,Female,TRUE,
"RICHARD, Mr Emile Phillippe",2nd Class Passenger,Cherbourg,,15.55,23,Male,FALSE,
"RICHARDS, Mrs Emily",2nd Class Passenger,Southampton,,18.75,24,Female,TRUE,
"RICHARDS, Master William Rowe",2nd Class Passenger,Southampton,,18.75,3,Male,TRUE,
"RICHARDS, Master Sibley George",2nd Class Passenger,Southampton,,18.75,0.75,Male,TRUE,
"RIDSDALE, Miss Lucy",2nd Class Passenger,Southampton,,10.5,58,Female,TRUE,
"ROGERS, Mr Reginald Harry",2nd Class Passenger,Southampton,,10.5,18,Male,FALSE,
"RUGG, Miss Emily",2nd Class Passenger,Southampton,,10.5,21,Female,TRUE,
"SCHMIDT, Mr Augustus",2nd Class Passenger,Southampton,,13,21,Male,FALSE,
"SEDGWICK, Mr Charles Frederick Waddington",2nd Class Passenger,Southampton,,13,28,Male,FALSE,
"SHARP, Mr Percival",2nd Class Passenger,Southampton,,26,27,Male,FALSE,
"SHELLEY, Mrs Imanita Parrish",2nd Class Passenger,Southampton,,26,25,Female,TRUE,
"SILVýN, Miss Lyyli Karoliina",2nd Class Passenger,Southampton,,13,17,Female,TRUE,
"SINCOCK, Miss Maude",2nd Class Passenger,Southampton,,36.75,20,Female,TRUE,
"SINKKONEN, Miss Anna",2nd Class Passenger,Southampton,,13,29,Female,TRUE,
"SJýSTEDT, Mr Ernst Adolf",2nd Class Passenger,Southampton,,13.5,59,Male,FALSE,
"SLAYTER, Miss Hilda Mary",2nd Class Passenger,Queenstown,,12.35,30,Female,TRUE,
"SLEMEN, Mr Richard James",2nd Class Passenger,Southampton,Journeyman carpenter,10.5,35,Male,FALSE,
"SMITH, Miss Marion Elsie",2nd Class Passenger,Southampton,,13,39,Female,TRUE,
"SOBEY, Mr Samuel James Hayden",2nd Class Passenger,Southampton,Quarryman,13,25,Male,FALSE,
"STANTON, Mr Samuel Ward",2nd Class Passenger,Cherbourg,,15.55,42,Male,FALSE,
"STOKES, Mr Philip Joseph",2nd Class Passenger,Southampton,Bricklayer,10.5,25,Male,FALSE,
"SWANE, Mr George",2nd Class Passenger,Southampton,Chauffeur,13,19,Male,FALSE,Servant
"SWEET, Mr George Frederick",2nd Class Passenger,Southampton,Farm Labourer,65,14,Male,FALSE,
"TAYLOR, Mr Percy Cornelius",2nd Class Passenger,Southampton,Musician,0,32,Male,FALSE,Musician
"TOOMEY, Miss Ellen Mary",2nd Class Passenger,Southampton,Servant,10.5,48,Female,TRUE,
"TROUPIANSKY, Mr Moses Aaron",2nd Class Passenger,Southampton,Shop Assistant,13,23,Male,FALSE,
"TROUT, Mrs Jessie Laird",2nd Class Passenger,Southampton,,12.65,27,Female,TRUE,
"TROUTT, Miss Edwina Celia",2nd Class Passenger,Southampton,,10.5,27,Female,TRUE,
"TURPIN, Mr William John",2nd Class Passenger,Southampton,Carpenter / Joiner,21,29,Male,FALSE,
"TURPIN, Mrs Dorothy Ann",2nd Class Passenger,Southampton,Housewife,21,26,Female,FALSE,
"VEAL, Mr James",2nd Class Passenger,Southampton,,13,40,Male,FALSE,
"WALLCROFT, Miss Ellen 'Nellie'",2nd Class Passenger,Southampton,Cook,21,36,Female,TRUE,
"WARE, Mr John James",2nd Class Passenger,Southampton,Carpenter / Joiner,21,45,Male,FALSE,
"WARE, Mrs Florence Louise",2nd Class Passenger,Southampton,,21,31,Female,TRUE,
"WARE, Mr William Jeffery",2nd Class Passenger,Southampton,,10.5,23,Male,FALSE,
"WATSON, Mr Ennis Hastings",2nd Class Passenger,Belfast,Apprentice Electrician,0,19,Male,FALSE,H&W Guarantee Group
"WATT, Mrs Elizabeth",2nd Class Passenger,Southampton,,15.75,40,Female,TRUE,
"WATT, Miss Robertha Josephine",2nd Class Passenger,Southampton,,15.75,12,Female,TRUE,
"WEBBER, Miss Susan",2nd Class Passenger,Southampton,,13,37,Female,TRUE,
"WEISZ, Mr Lýopold",2nd Class Passenger,Southampton,Stonemason and Carver,26,37,Male,FALSE,
"WEISZ, Mrs Mathilde Franýoise",2nd Class Passenger,Southampton,,26,37,Female,TRUE,
"WELLS, Mrs",2nd Class Passenger,Southampton,,23,29,Female,TRUE,
"WELLS, Miss Joan",2nd Class Passenger,Southampton,,23,4,Female,TRUE,
"WELLS, Master Ralph Lester",2nd Class Passenger,Southampton,,23,2,Male,TRUE,
"WEST, Mr Edwy Arthur",2nd Class Passenger,Southampton,,27.75,36,Male,FALSE,
"WEST, Mrs Ada Mary",2nd Class Passenger,Southampton,,27.75,33,Female,TRUE,
"WEST, Miss Constance Mirium",2nd Class Passenger,Southampton,,27.75,4,Female,TRUE,
"WEST, Miss Barbara Joyce",2nd Class Passenger,Southampton,,27.75,0.833333333,Female,TRUE,
"WHEADON, Mr Edward Henry",2nd Class Passenger,Southampton,Farmer,10.5,65,Male,FALSE,
"WHEELER, Mr Edwin Charles",2nd Class Passenger,Southampton,Servant,12.875,24,Male,FALSE,Servant
"WHILEMS, Mr Charles",2nd Class Passenger,Southampton,Factory Foreman,13,31,Male,TRUE,
"WILKINSON, Mrs Elizabeth Anne",2nd Class Passenger,Southampton,,26,35,Female,TRUE,
"WILLIAMS, Mr Charles Eugene",2nd Class Passenger,Southampton,Sportsman,13,23,Male,TRUE,
"WOODWARD, Mr John Wesley",2nd Class Passenger,Southampton,Musician,0,32,Male,FALSE,Musician
"WRIGHT, Miss Marion",2nd Class Passenger,Southampton,,13.5,26,Female,TRUE,
"YVOIS, Miss Henriette",2nd Class Passenger,Southampton,,13,24,Female,FALSE,
"ABBING, Mr Anthony",3rd Class Passenger,Southampton,Blacksmith,7.55,42,Male,FALSE,
"ABBOTT, Mrs Rhoda Mary 'Rosa'",3rd Class Passenger,Southampton,,20.25,39,Female,TRUE,
"ABBOTT, Mr Rossmore Edward",3rd Class Passenger,Southampton,Jeweller,20.25,16,Male,FALSE,
"ABBOTT, Mr Eugene Joseph",3rd Class Passenger,Southampton,Scholar,20.25,14,Male,FALSE,
"ABELSETH, Miss Karen Marie",3rd Class Passenger,Southampton,,7.65,16,Female,TRUE,
"ABELSETH, Mr Olaus Jýrgensen",3rd Class Passenger,Southampton,Farmer,7.65,25,Male,TRUE,
"ABRAHAMSSON, Mr Abraham August Johannes",3rd Class Passenger,Southampton,,7.925,20,Male,TRUE,
"ADAMS, Mr John",3rd Class Passenger,Southampton,,8.05,26,Male,FALSE,
"AHLIN, Mrs Johanna Persdotter",3rd Class Passenger,Southampton,,9.475,40,Female,FALSE,
"AKS, Mrs Leah",3rd Class Passenger,Southampton,,9.35,18,Female,TRUE,
"AKS, Master Frank Philip",3rd Class Passenger,Southampton,,9.35,0.833333333,Male,TRUE,
"ALBIMONA, Mr Nassef Cassem",3rd Class Passenger,Cherbourg,,18.7875,26,Male,TRUE,
"ALEXANDER, Mr William Albert",3rd Class Passenger,Southampton,General Labourer,7.8875,23,Male,FALSE,
"ALHOMýKI, Mr Ilmari Rudolf",3rd Class Passenger,Southampton,General Labourer,7.925,19,Male,FALSE,
"ALI, Mr Ahmed",3rd Class Passenger,Southampton,General Labourer,7.05,24,Male,FALSE,
"ALI, Mr William",3rd Class Passenger,Southampton,General Labourer,7.05,25,Male,FALSE,
"ALLEN, Mr William Henry",3rd Class Passenger,Southampton,Tool Maker,8.05,38,Male,FALSE,
"ALLUM, Mr Owen George",3rd Class Passenger,Southampton,Gardener,8.3,15,Male,FALSE,
"ANDERSEN, Mr Albert Karvin",3rd Class Passenger,Southampton,Engineer,22.525,33,Male,FALSE,
"ANDERSEN-JENSEN, Miss Carla Christine Nielsine",3rd Class Passenger,Southampton,,7.854166667,19,Female,TRUE,
"ANDERSSON, Miss Erna Alexandra",3rd Class Passenger,Southampton,,7.925,17,Female,TRUE,
"ANDERSSON, Mr Johan Samuel",3rd Class Passenger,Southampton,General Labourer,7.775,26,Male,FALSE,
"ANDERSSON, Miss Ida Augusta Margareta",3rd Class Passenger,Southampton,,7.775,38,Female,FALSE,
"ANDERSSON, Mr Anders Johan",3rd Class Passenger,Southampton,General Labourer,31.275,39,Male,FALSE,
"ANDERSSON, Mrs Alfrida Konstantia Brogren",3rd Class Passenger,Southampton,,31.275,39,Female,FALSE,
"ANDERSSON, Miss Sigrid Elisabeth",3rd Class Passenger,Southampton,,31.275,11,Female,FALSE,
"ANDERSSON, Miss Ingeborg Constanzia",3rd Class Passenger,Southampton,,31.275,9,Female,FALSE,
"ANDERSSON, Miss Ebba Iris Alfrida",3rd Class Passenger,Southampton,,31.275,6,Female,FALSE,
"ANDERSSON, Master Sigvard Harald Elias",3rd Class Passenger,Southampton,,31.275,4,Male,FALSE,
"ANDERSSON, Miss Ellis Anna Maria",3rd Class Passenger,Southampton,,31.275,2,Female,FALSE,
"ANDREASSON, Mr Pýl Edvin",3rd Class Passenger,Southampton,General Labourer,7.854166667,20,Male,FALSE,
"ANGHELOFF, Mr Minko",3rd Class Passenger,Southampton,General Labourer,7.895833333,26,Male,FALSE,
"ARNOLD-FRANCHI, Mr Josef",3rd Class Passenger,Southampton,General Labourer,17.8,25,Male,FALSE,
"ARNOLD-FRANCHI, Mrs Josefine",3rd Class Passenger,Southampton,,17.8,18,Female,FALSE,
"ARONSSON, Mr Ernst Axel Algot",3rd Class Passenger,Southampton,General Labourer,7.775,24,Male,FALSE,
"ASIM, Mr Adola",3rd Class Passenger,Southampton,General Labourer,7.05,35,Male,FALSE,
"ASPLUND, Master Edvin Rojj Felix",3rd Class Passenger,Southampton,,31.3875,3,Male,TRUE,
"ASPLUND, Mr Johan Charles",3rd Class Passenger,Southampton,,7.795833333,23,Male,TRUE,
"ASPLUND, Mr Carl Oscar Vilhelm Gustafsson",3rd Class Passenger,Southampton,General Labourer,31.3875,40,Male,FALSE,
"ASPLUND, Mrs Selma Augusta Emilia",3rd Class Passenger,Southampton,,31.3875,38,Female,TRUE,
"ASPLUND, Master Carl Edgar",3rd Class Passenger,Southampton,,31.3875,5,Male,FALSE,
"ASPLUND, Master Filip Oscar",3rd Class Passenger,Southampton,,31.3875,13,Male,FALSE,
"ASPLUND, Master Clarence Gustaf Hugo",3rd Class Passenger,Southampton,,31.3875,9,Male,FALSE,
"ASPLUND, Miss Lillian Gertrud",3rd Class Passenger,Southampton,,31.3875,5,Female,TRUE,
"ASSAF, Mrs Mariana",3rd Class Passenger,Cherbourg,,7.225,45,Female,TRUE,
"ASSAM, Mr Ali",3rd Class Passenger,Southampton,General Labourer,7.05,23,Male,FALSE,
"ATTALA, Mr Sleiman",3rd Class Passenger,Cherbourg,Journalist,7.225,27,Male,FALSE,
"ATTALAH, Miss Malake",3rd Class Passenger,Cherbourg,,14.45833333,17,Female,FALSE,
"AUGUSTSSON, Mr Albert",3rd Class Passenger,Southampton,General Labourer,7.854166667,23,Male,FALSE,
"AYOUB DAHER, Miss Banoura",3rd Class Passenger,Cherbourg,,7.229166667,15,Female,TRUE,
"ýDAHL, Mr Nils Martin",3rd Class Passenger,Southampton,General Labourer,9.225,23,Male,FALSE,
"ýHMAN, Miss Velin",3rd Class Passenger,Southampton,,7.775,22,Female,TRUE,
"ýDAHL, Mr Mauritz",3rd Class Passenger,Southampton,General Labourer,7.25,30,Male,FALSE,
"BACCOS, Mr Raffull",3rd Class Passenger,Cherbourg,Farm Labourer,7.225,20,Male,FALSE,
"BACKSTRýM, Mr Karl Alfred",3rd Class Passenger,Southampton,General Labourer,15.85,32,Male,FALSE,
"BACKSTRýM, Mrs Maria Mathilda",3rd Class Passenger,Southampton,,15.85,33,Female,TRUE,
"BACLINI, Mrs Latifa",3rd Class Passenger,Cherbourg,,19.25833333,24,Female,TRUE,
"BACLINI, Miss Marie Catherine",3rd Class Passenger,Cherbourg,,19.25833333,5,Female,TRUE,
"BACLINI, Miss Eugenie",3rd Class Passenger,Cherbourg,,19.25833333,3,Female,TRUE,
"BACLINI, Miss Helene Barbara",3rd Class Passenger,Cherbourg,,19.25833333,0.75,Female,TRUE,
"BADMAN, Miss Emily Louisa",3rd Class Passenger,Southampton,Servant,8.05,18,Female,TRUE,
"BADT, Mr Mohamed",3rd Class Passenger,Cherbourg,Farmer,7.225,40,Male,FALSE,
"BALKIC, Mr Cerin",3rd Class Passenger,Southampton,General Labourer,7.895833333,26,Male,FALSE,
"BANSKI, Mrs Mara",3rd Class Passenger,Southampton,,8.683333333,31,Female,TRUE,
"BARBARA, Mrs Catherine David",3rd Class Passenger,Cherbourg,Housekeeper,14.45416667,45,Female,FALSE,
"BARBARA, Miss Saiide",3rd Class Passenger,Cherbourg,Housekeeper,14.45416667,18,Female,FALSE,
"BARRY, Miss Julia",3rd Class Passenger,Queenstown,Housekeeper,7.879166667,26,Female,FALSE,
"BARTON, Mr David John",3rd Class Passenger,Southampton,General Labourer,8.05,22,Male,FALSE,
"BATOSHEV, Mr Hristo Lalev",3rd Class Passenger,Southampton,General Labourer,7.895833333,23,Male,FALSE,
"BEAVAN, Mr William Thomas",3rd Class Passenger,Southampton,General Labourer,8.05,20,Male,FALSE,
"BENGTSSON, Mr Johan Viktor",3rd Class Passenger,Southampton,General Labourer,7.775,26,Male,FALSE,
"BERGLUND, Mr Karl Ivar Sven",3rd Class Passenger,Southampton,General Labourer,9.35,22,Male,FALSE,
"BING, Mr Lee",3rd Class Passenger,Southampton,Seaman,56.49583333,32,Male,TRUE,
"BIRKELAND, Mr Hans Martin Monsen",3rd Class Passenger,Southampton,Seaman,7.775,21,Male,FALSE,
"BJýRKLUND, Mr Ernst Herbert",3rd Class Passenger,Southampton,General Labourer,7.75,18,Male,FALSE,
"BOSTANDYEFF, Mr Guentcho",3rd Class Passenger,Southampton,General Labourer,7.895833333,26,Male,FALSE,
"BOULOS, Mrs Sultana",3rd Class Passenger,Cherbourg,,15.24583333,40,Female,FALSE,
"BOULOS, Miss Nourelain",3rd Class Passenger,Cherbourg,,15.24583333,7,Female,FALSE,
"BOULOS, Master Akar",3rd Class Passenger,Cherbourg,,15.24583333,9,Male,FALSE,
"BOURKE, Mr John",3rd Class Passenger,Queenstown,Farmer,15.5,42,Male,FALSE,
"BOURKE, Mrs Catherine",3rd Class Passenger,Queenstown,Housewife,15.5,32,Female,FALSE,
"BOURKE, Miss Mary",3rd Class Passenger,Queenstown,,7.75,40,Female,FALSE,
"BOWEN, Mr David John 'Dai'",3rd Class Passenger,Southampton,Pugilist,16.1,26,Male,FALSE,
"BRADLEY, Miss Bridget Delia",3rd Class Passenger,Queenstown,,7.725,22,Female,TRUE,
"BRAF, Miss Elin Ester Maria",3rd Class Passenger,Southampton,Servant,7.854166667,20,Female,FALSE,
"BRAUND, Mr Lewis Richard",3rd Class Passenger,Southampton,Farm Labourer,7.55,29,Male,FALSE,
"BRAUND, Mr Owen Harris",3rd Class Passenger,Southampton,Ironmonger,7.25,22,Male,FALSE,
"BROBýCK, Mr Karl Rudolf",3rd Class Passenger,Southampton,Decorator,7.795833333,22,Male,FALSE,
"BROCKLEBANK, Mr William Alfred",3rd Class Passenger,Southampton,Groom,8.05,35,Male,FALSE,
"BUCKLEY, Mr Daniel",3rd Class Passenger,Queenstown,Farm Labourer,7.820833333,21,Male,TRUE,
"BUCKLEY, Miss Katherine",3rd Class Passenger,Queenstown,,7.283333333,22,Female,FALSE,
"BURKE, Mr Jeremiah",3rd Class Passenger,Queenstown,Farm Labourer,6.75,19,Male,FALSE,
"BURNS, Miss Mary Delia",3rd Class Passenger,Queenstown,,7.879166667,17,Female,FALSE,
"BUTRUS-KA'W?, Mr Tann?s",3rd Class Passenger,Cherbourg,Shoemaker,7.229166667,21,Male,FALSE,
"CACIC, Mr Jego Grga",3rd Class Passenger,Southampton,Farmer,8.6625,18,Male,FALSE,
"CACIC, Mr Luka",3rd Class Passenger,Southampton,Farmer,8.6625,38,Male,FALSE,
"CACIC, Miss Marija",3rd Class Passenger,Southampton,Farm Labourer,8.6625,30,Female,FALSE,
"CACIC, Miss Manda",3rd Class Passenger,Southampton,Farm Labourer,8.6625,21,Female,FALSE,
"CALIC, Mr Petar",3rd Class Passenger,Southampton,Farm Labourer,8.6625,17,Male,FALSE,
"CALIC, Mr Jovo",3rd Class Passenger,Southampton,,8.6625,17,Male,FALSE,
"CANAVAN, Miss Mary",3rd Class Passenger,Queenstown,,7.75,22,Female,FALSE,
"CANAVAN, Mr Patrick",3rd Class Passenger,Queenstown,General Labourer,7.75,21,Male,FALSE,
"CANN, Mr Ernest",3rd Class Passenger,Southampton,Miner,8.05,21,Male,FALSE,
"CARAM, Mr Joseph",3rd Class Passenger,Cherbourg,Merchant,14.45833333,28,Male,FALSE,
"CARAM, Mrs Maria Elias",3rd Class Passenger,Cherbourg,Housekeeper,14.45833333,18,Female,FALSE,
"CARLSSON, Mr Carl Robert",3rd Class Passenger,Southampton,General Labourer,7.854166667,24,Male,FALSE,
"CARLSSON, Mr August Sigfrid",3rd Class Passenger,Southampton,Farmer,7.795833333,28,Male,FALSE,
"CARR, Miss Jane",3rd Class Passenger,Queenstown,,7.75,45,Female,FALSE,
"CARVER, Mr Alfred John",3rd Class Passenger,Southampton,Seaman,7.25,28,Male,FALSE,
"CELOTTI, Mr Francesco",3rd Class Passenger,Southampton,Stoker,8.05,24,Male,FALSE,
"CHARTERS, Mr David",3rd Class Passenger,Queenstown,General Labourer,7.733333333,20,Male,FALSE,
"CHIP, Mr Chang",3rd Class Passenger,Southampton,Seaman,56.49583333,32,Male,TRUE,
"CHRISTMANN, Mr Emil",3rd Class Passenger,Southampton,Clerk,8.05,29,Male,FALSE,
"CHRONOPOULOS, Mr Apostolos M.",3rd Class Passenger,Cherbourg,General Labourer,14.45416667,26,Male,FALSE,
"CHRONOPOULOS, Mr Dimitrios M.",3rd Class Passenger,Cherbourg,General Labourer,14.45416667,21,Male,FALSE,
"COELHO, Mr Domingos Fernandeo",3rd Class Passenger,Southampton,General Labourer,7.05,20,Male,FALSE,
"COHEN, Mr Gurshon",3rd Class Passenger,Southampton,Printer / Compositor,8.05,18,Male,TRUE,
"COLBERT, Mr Patrick",3rd Class Passenger,Queenstown,General Labourer,7.25,24,Male,FALSE,
"COLEFF, Mr Satio",3rd Class Passenger,Southampton,General Labourer,7.895833333,24,Male,FALSE,
"COLTCHEFF, Mr Peju",3rd Class Passenger,Southampton,General Labourer,7.895833333,36,Male,FALSE,
"CONLIN, Mr Thomas Henry",3rd Class Passenger,Queenstown,General Labourer,7.733333333,31,Male,FALSE,
"CONNAUGHTON, Mr Michael",3rd Class Passenger,Queenstown,Bus Driver,7.75,40,Male,FALSE,
"CONNOLLY, Miss Catherine",3rd Class Passenger,Queenstown,,7.75,23,Female,TRUE,
"CONNOLLY, Miss Kate",3rd Class Passenger,Queenstown,,7.629166667,41,Female,FALSE,
"CONNORS, Mr Patrick",3rd Class Passenger,Queenstown,Farm Labourer,7.75,66,Male,FALSE,
"COOK, Mr Jacob",3rd Class Passenger,Southampton,Wood Carver,8.05,43,Male,FALSE,
"COR, Mr Bartol",3rd Class Passenger,Southampton,General Labourer,7.895833333,35,Male,FALSE,
"COR, Mr Ivan",3rd Class Passenger,Southampton,General Labourer,7.895833333,27,Male,FALSE,
"COR, Mr Liudevit",3rd Class Passenger,Southampton,General Labourer,7.895833333,19,Male,FALSE,
"CORN, Mr Harry",3rd Class Passenger,Southampton,Upholsterer,8.05,30,Male,FALSE,
"CORR, Miss Helen",3rd Class Passenger,Queenstown,,7.75,16,Female,TRUE,
"COUTTS, Mrs Winnie",3rd Class Passenger,Southampton,,15.9,36,Female,TRUE,
"COUTTS, Master William Loch",3rd Class Passenger,Southampton,,15.9,9,Male,TRUE,
"COUTTS, Master Neville Leslie",3rd Class Passenger,Southampton,,15.9,3,Male,TRUE,
"COXON, Mr Daniel",3rd Class Passenger,Southampton,Dealer,7.25,59,Male,FALSE,
"CREASE, Mr Ernest James",3rd Class Passenger,Southampton,Tinsmith,8.158333333,19,Male,FALSE,
"CRIBB, Mr John Hatfield",3rd Class Passenger,Southampton,Butler,16.1,44,Male,FALSE,
"CRIBB, Miss Laura Mae",3rd Class Passenger,Southampton,Shop Assistant,16.1,16,Female,TRUE,
"CULUMOVIC, Mr Jeso",3rd Class Passenger,Southampton,,8.6625,17,Male,FALSE,
"DAHER, Mr Tannous",3rd Class Passenger,Cherbourg,,7.229166667,28,Male,FALSE,
"DAHL, Mr Charles Edward",3rd Class Passenger,Southampton,Carpenter / Joiner,8.05,45,Male,TRUE,
"DAHLBERG, Miss Gerda Ulrika",3rd Class Passenger,Southampton,,10.51666667,22,Female,FALSE,
"DAKIC, Mr Branko",3rd Class Passenger,Southampton,General Labourer,10.17083333,19,Male,FALSE,
"DALY, Miss Margaret Marcella",3rd Class Passenger,Queenstown,Housekeeper,6.95,33,Female,TRUE,
"DALY, Mr Eugene Patrick",3rd Class Passenger,Queenstown,Farm Labourer,7.75,29,Male,TRUE,
"DANBOM, Mr Ernst Gilbert",3rd Class Passenger,Southampton,General Labourer,14.4,34,Male,FALSE,
"DANBOM, Mrs Anna Sigrid Maria",3rd Class Passenger,Southampton,,14.4,28,Female,FALSE,
"DANBOM, Master Gilbert Sigvard Emanuel",3rd Class Passenger,Southampton,,14.4,0.333333333,Male,FALSE,
"DANOFF, Mr Yoto",3rd Class Passenger,Southampton,General Labourer,7.895833333,27,Male,FALSE,
"DAVIES, Mr Evan",3rd Class Passenger,Southampton,Miner,8.05,22,Male,FALSE,
"DAVIES, Mr Alfred James",3rd Class Passenger,Southampton,Caster,24.15,24,Male,FALSE,
"DAVIES, Mr John",3rd Class Passenger,Southampton,Ironworker,24.15,21,Male,FALSE,
"DAVIES, Mr Joseph",3rd Class Passenger,Southampton,Ironworker,8.05,17,Male,FALSE,
"DAVISON, Mr Thomas Henry",3rd Class Passenger,Southampton,Blacksmith,16.1,32,Male,FALSE,
"DAVISON, Mrs Mary Elizabeth",3rd Class Passenger,Southampton,,16.1,34,Female,TRUE,
"DE MESSEMAEKER, Mr Guillaume Joseph",3rd Class Passenger,Southampton,,17.4,36,Male,TRUE,
"DE MESSEMAEKER, Mrs Anna",3rd Class Passenger,Southampton,,17.4,36,Female,TRUE,
"DE MULDER, Mr Theodoor",3rd Class Passenger,Southampton,,9.5,30,Male,TRUE,
"DE PELSMAEKER, Mr Alfons",3rd Class Passenger,Southampton,Farm Labourer,9.5,16,Male,FALSE,
"DEAN, Mr Bertram Frank",3rd Class Passenger,Southampton,Farmer,20.575,25,Male,FALSE,
"DEAN, Mrs Eva Georgetta",3rd Class Passenger,Southampton,,20.575,32,Female,TRUE,
"DEAN, Master Bertram Vere",3rd Class Passenger,Southampton,,20.575,1,Male,TRUE,
"DEAN, Miss Elizabeth Gladys 'Millvina'",3rd Class Passenger,Southampton,,20.575,0.166666667,Female,TRUE,
"DELALIC, Mr Redjo",3rd Class Passenger,Southampton,General Labourer,7.895833333,25,Male,FALSE,
"DENKOFF, Mr Mitto",3rd Class Passenger,Southampton,General Labourer,7.895833333,30,Male,FALSE,
"DENNIS, Mr Samuel",3rd Class Passenger,Southampton,Farmer,7.25,22,Male,FALSE,
"DENNIS, Mr William",3rd Class Passenger,Southampton,Farmer,7.25,26,Male,FALSE,
"DEVANEY, Miss Margaret Delia",3rd Class Passenger,Queenstown,,7.879166667,19,Female,TRUE,
"DIKA, Mr Mirko",3rd Class Passenger,Southampton,,7.895833333,17,Male,FALSE,
"DIMIC, Mr Jovan",3rd Class Passenger,Southampton,,8.6625,42,Male,FALSE,
"DINTCHEFF, Mr Valtcho",3rd Class Passenger,Southampton,,7.895833333,43,Male,FALSE,
"DONOHOE, Miss Bridget",3rd Class Passenger,Queenstown,,7.75,21,Female,FALSE,
"DOOLY, Mr Patrick",3rd Class Passenger,Queenstown,General Labourer,7.75,38,Male,FALSE,
"DORKING, Mr Edward Arthur",3rd Class Passenger,Southampton,Groom,8.05,18,Male,TRUE,
"DOUGHERTY, Mr William John",3rd Class Passenger,Queenstown,,8.458333333,22,Male,FALSE,
"DOWDELL, Miss Elizabeth",3rd Class Passenger,Southampton,Housekeeper,12.475,31,Female,TRUE,
"DOYLE, Miss Elizabeth",3rd Class Passenger,Queenstown,,7.75,28,Female,FALSE,
"DRAZENOVIC, Mr Jozef",3rd Class Passenger,Cherbourg,General Labourer,7.895833333,33,Male,FALSE,
"DRISCOLL, Miss Bridget",3rd Class Passenger,Queenstown,,7.75,27,Female,TRUE,
"DROPKIN, Miss Jennie",3rd Class Passenger,Southampton,Box Maker,8.05,24,Female,TRUE,
"DUQUEMIN, Mr Joseph Pierre",3rd Class Passenger,Southampton,Mason,7.55,24,Male,TRUE,
"DWAN, Mr Frank",3rd Class Passenger,Queenstown,Farm Labourer,7.75,65,Male,FALSE,
"DYKER, Mr Adolf Fredrik",3rd Class Passenger,Southampton,General Labourer,13.9,23,Male,FALSE,
"DYKER, Mrs Anna Elisabeth Judith",3rd Class Passenger,Southampton,,13.9,22,Female,TRUE,
"EDVARDSSON, Mr Gustaf Hjalmar",3rd Class Passenger,Southampton,General Labourer,7.775,18,Male,FALSE,
"EKLUND, Mr Hans Linus",3rd Class Passenger,Southampton,General Labourer,7.775,16,Male,FALSE,
"EKSTRýM, Mr Amandus",3rd Class Passenger,Southampton,General Labourer,6.975,45,Male,FALSE,
"ELIAS, Mr Dibo",3rd Class Passenger,Cherbourg,General Labourer,7.225,29,Male,FALSE,
"ELIAS, Mr Joseph jr.",3rd Class Passenger,Cherbourg,General Labourer,7.229166667,15,Male,FALSE,
"ELIAS NASRALLAH, Mr Tannous",3rd Class Passenger,Cherbourg,General Labourer,7.229166667,22,Male,FALSE,
"ELSBURY, Mr William James",3rd Class Passenger,Southampton,Farmer,7.25,48,Male,FALSE,
"EMANUEL, Miss Virginia Ethel",3rd Class Passenger,Southampton,,12.475,5,Female,TRUE,
"ESTANISLAU, Mr Manuel Gonýalves",3rd Class Passenger,Southampton,General Labourer,7.05,37,Male,FALSE,
"EVERETT, Mr Thomas James",3rd Class Passenger,Southampton,Crane Operator,15.1,38,Male,FALSE,
"FARDON, Mr Charles Richard",3rd Class Passenger,Southampton,Carpenter / Joiner,7.25,45,Male,FALSE,
"FARRELL, Mr James",3rd Class Passenger,Queenstown,Farm Labourer,7.75,25,Male,FALSE,
"FINOLI, Mr Luigi",3rd Class Passenger,Southampton,,7.05,34,Male,TRUE,
"FISCHER, Mr Eberhard Thelander",3rd Class Passenger,Southampton,,7.795833333,18,Male,FALSE,
"FLEMING, Miss Honor",3rd Class Passenger,Queenstown,,7.75,22,Female,FALSE,
"FLYNN, Mr James",3rd Class Passenger,Queenstown,General Labourer,7.75,28,Male,FALSE,
"FLYNN, Mr John",3rd Class Passenger,Queenstown,Farm Labourer,6.95,42,Male,FALSE,
